seed,dimension,relation,control,relation_or_control,shell,panel,source_data_hash,source_value_rmse,source_rank_pairwise_accuracy,source_rank_target_agreement,source_query_transform,source_context_query_hash,source_test_query_hash,target_context_design_hash,target_test_design_hash,target_test_truth_hash,source_permutation_hash,theta,independent_theta
11,2,identity,none,identity,0.35,test,a7b6a7b5e94873c180b1d57754fc716642e2171b727474b55825b5ac16430179,1.3095235711488207,0.9592765748031497,0.8965305118110236,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,1946cd5a4b2aac227647192282144c67350fb74f45b3710b1a58e267f515bda0,f270d045fb254d95d99b00bc181cc51070d7aa57ba31f2ff7cedc73581f9462b,1.0345664599213817,2.7420943670728457
11,2,identity,none,identity,0.7,test,a7b6a7b5e94873c180b1d57754fc716642e2171b727474b55825b5ac16430179,0.7108087252173175,0.9763779527559056,0.9368848425196851,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a5562d7b09c8bbeeade4336821b21b69107285dc6cd70389b2ad4dbf9d8dd130,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a5562d7b09c8bbeeade4336821b21b69107285dc6cd70389b2ad4dbf9d8dd130,859a3e95a7be59c235dab59079f8d71445a281e3ca57da5f4ad68691bec3b52b,f270d045fb254d95d99b00bc181cc51070d7aa57ba31f2ff7cedc73581f9462b,1.0345664599213817,2.7420943670728457
11,2,identity,none,identity,1.0,test,a7b6a7b5e94873c180b1d57754fc716642e2171b727474b55825b5ac16430179,0.8921182305150963,0.9824064960629921,0.9375,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,6182861a06a1269d0929f66b7d805dea0db4437a1654df9c43ef7db207e39d07,f270d045fb254d95d99b00bc181cc51070d7aa57ba31f2ff7cedc73581f9462b,1.0345664599213817,2.7420943670728457
11,2,identity,identity_label_permutation,identity_label_permutation,0.35,test,b685a47e2b084314defbbb0fcd1a00aa4e2c47ee4d3343b2d6064f9d310e948b,0.9535631702380729,0.4203986220472441,0.4047736220472441,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,1946cd5a4b2aac227647192282144c67350fb74f45b3710b1a58e267f515bda0,f270d045fb254d95d99b00bc181cc51070d7aa57ba31f2ff7cedc73581f9462b,1.0345664599213817,2.7420943670728457
11,2,identity,identity_label_permutation,identity_label_permutation,0.7,test,b685a47e2b084314defbbb0fcd1a00aa4e2c47ee4d3343b2d6064f9d310e948b,1.2492638691439935,0.515748031496063,0.48547155872937703,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a5562d7b09c8bbeeade4336821b21b69107285dc6cd70389b2ad4dbf9d8dd130,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a5562d7b09c8bbeeade4336821b21b69107285dc6cd70389b2ad4dbf9d8dd130,859a3e95a7be59c235dab59079f8d71445a281e3ca57da5f4ad68691bec3b52b,f270d045fb254d95d99b00bc181cc51070d7aa57ba31f2ff7cedc73581f9462b,1.0345664599213817,2.7420943670728457
11,2,identity,identity_label_permutation,identity_label_permutation,1.0,test,b685a47e2b084314defbbb0fcd1a00aa4e2c47ee4d3343b2d6064f9d310e948b,1.4250805533225424,0.5019685039370079,0.5080207305034551,identity,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,6182861a06a1269d0929f66b7d805dea0db4437a1654df9c43ef7db207e39d07,f270d045fb254d95d99b00bc181cc51070d7aa57ba31f2ff7cedc73581f9462b,1.0345664599213817,2.7420943670728457
11,2,output_affine,none,output_affine,0.35,test,a7b6a7b5e94873c180b1d57754fc716642e2171b727474b55825b5ac16430179,5.608008527681323,0.9592765748031497,0.8965305118110236,output_affine,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,e60ac35d21bbad22518f13269f0133792b7594b2ff4a200a6d00e3a12a4aae94,f270d045fb254d95d99b00bc181cc51070d7aa57ba31f2ff7cedc73581f9462b,1.0345664599213817,2.7420943670728457
11,2,output_affine,none,output_affine,0.7,test,a7b6a7b5e94873c180b1d57754fc716642e2171b727474b55825b5ac16430179,5.301939388757959,0.9763779527559056,0.9368848425196851,output_affine,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a5562d7b09c8bbeeade4336821b21b69107285dc6cd70389b2ad4dbf9d8dd130,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a5562d7b09c8bbeeade4336821b21b69107285dc6cd70389b2ad4dbf9d8dd130,097fd7e0351a49995d22d7d35626c05f95ea410819c6fc01a677d7aa055856e1,f270d045fb254d95d99b00bc181cc51070d7aa57ba31f2ff7cedc73581f9462b,1.0345664599213817,2.7420943670728457
11,2,output_affine,none,output_affine,1.0,test,a7b6a7b5e94873c180b1d57754fc716642e2171b727474b55825b5ac16430179,4.814482068782546,0.9824064960629921,0.9375,output_affine,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,1d0d02144ea2ea3555cd97b7c66a0c460830c1dbacb3d178a35391789764ca60,74f178ae87630cf89eb7f3b51c4390523ea380cf84390709949b349ec4958c95,f270d045fb254d95d99b00bc181cc51070d7aa57ba31f2ff7cedc73581f9462b,1.0345664599213817,2.7420943670728457
11,2,scale_0.7,none,scale_0.7,0.35,test,a7b6a7b5e94873c180b1d57754fc716642e2171b727474b55825b5ac16430179,1.537165049428001,0.9921259842519685,0.9167076771653543,scale_0.7,61ca04b638e5bf851a37c23d4c280e94b215154f074cbbad5fb7b0753345663d,a1953fb01fce8d17a3850ad03580106ce3eeb884f3dbbd45d74794f13845d79d,682cac9509a7b65baf715e5aea285ff723c19bb51ed7e8c219527cd44c615dd1,a6ce4f7ce317c872feacba9db9212f33068858423372698129528317559e2d1d,b9e07371a26a712a8e7ac37d4d46bea6a0f3acd689ec747ea2965f71c240c824,f270d045fb254d95d99b00bc181cc51070d7aa57ba31f2ff7cedc73581f9462b,1.0345664599213817,2.7420943670728457
